147,Found-Charger Cinema,0.0%,$0.3k,1,1,
1,Warner Bros.,18.0%,"$1,923.9",36,27,
2,Paramount,16.0%,"$1,713.8",18,14,
3,20th Century Fox,13.9%,"$1,482.2",20,17,
4,Buena Vista,13.6%,"$1,456.4",17,14,
5,Sony / Columbia,12.0%,"$1,282.9",23,18,
6,Universal,8.3%,$882.0,18,15,
7,Summit Entertainment,4.9%,$523.2,11,8,
8,Lionsgate,4.8%,$516.1,16,14,
9,Fox Searchlight,1.4%,$152.6,10,8,
10,New Line,1.0%,$110.5,1,1,
11,Overture Films,0.8%,$81.8,7,5,
12,Weinstein Company,0.8%,$80.6,10,7,
13,Focus Features,0.7%,$74.9,8,6,
14,CBS Films,0.7%,$72.4,3,3,
15,Sony Classics,0.6%,$62.9,26,20,
16,MGM/UA,0.5%,$50.3,1,1,
17,Miramax,0.3%,$28.0,2,2,
18,Music Box Films,0.2%,$24.4,11,8,
19,Paramount Vantage,0.2%,$20.4,3,3,
20,Apparition,0.1%,$13.4,4,2,
21,Anchor Bay Films,0.1%,$11.7,8,7,
22,Samuel Goldwyn,0.1%,$11.1,7,7,
23,Roadside Attractions,0.1%,$9.9,15,9,
24,IFC,0.1%,$9.7,37,36,
25,Magnolia,0.1%,$9.0,25,24,
26,Eros,0.1%,$6.1,8,8,
27,Reliance Big Pictures,0.1%,$6.1,5,4,
28,UTV Communications,0.1%,$5.9,8,8,
29,Relativity,0.1%,$5.6,1,1,
30,IMAX,0.0%,$4.6,3,0,
31,Freestyle Releasing,0.0%,$4.1,11,8,
32,Producers Distribution Agency,0.0%,$3.3,1,1,
33,Rogue Pictures,0.0%,$3.2,1,1,
34,National Geographic Entertainment,0.0%,$3.0,5,2,
35,Vivendi Entertainment,0.0%,$2.8,1,1,
36,Oscilloscope Pictures,0.0%,$1.9,10,9,
37,Screen Media,0.0%,$1.9,4,3,
38,Zeitgeist,0.0%,$1.5,7,5,
39,Kino,0.0%,$1.5,7,7,
40,Bluff City Films,0.0%,$1.4,1,1,
41,First Run,0.0%,$1.1,18,15,
42,IndustryWorks,0.0%,$1.0,1,1,
43,Shorts International,0.0%,$1.0,1,1,
44,Newmarket,0.0%,$961k,2,2,
45,Five & Two Pictures,0.0%,$954k,2,1,
46,Lorber Films,0.0%,$850k,12,10,
47,GKIDS,0.0%,$686k,2,2,
48,Indican,0.0%,$675k,13,11,
49,Strand,0.0%,$539k,18,14,
50,Rocky Mountain Pictures,0.0%,$532k,1,1,
51,CJ Entertainment,0.0%,$528k,1,1,
52,8X Entertainment,0.0%,$515k,1,1,
53,CanZion Films,0.0%,$492k,1,1,
54,Rialto,0.0%,$488k,2,2,
55,Cinema Guild,0.0%,$478k,8,5,
56,3D Entertainment,0.0%,$469k,1,1,
57,Variance Films,0.0%,$426k,8,6,
58,Unknown,0.0%,$417k,6,3,
59,Vitagraph,0.0%,$403k,3,3,
60,First Look,0.0%,$386k,3,2,
61,Abramorama,0.0%,$367k,3,3,
62,China Lion,0.0%,$365k,2,2,
63,Arthouse Films,0.0%,$358k,2,2,
64,Blue Collar Releasing,0.0%,$353k,1,1,
65,First Independent Pictures,0.0%,$307k,2,1,
66,Paladin,0.0%,$276k,5,5,
67,Hannover House,0.0%,$249k,2,2,
68,Drafthouse,0.0%,$234k,1,1,
69,Parallel Media,0.0%,$224k,1,1,
70,Cinema Libre,0.0%,$218k,3,2,
71,Cinema Libre Studio,0.0%,$218k,3,2,
72,International Film Circuit,0.0%,$217k,4,3,
73,7-57 Releasing,0.0%,$211k,1,1,
74,Zipporah Films,0.0%,$204k,2,1,
75,Janus Films,0.0%,$193k,1,1,
76,Flashlight,0.0%,$189k,1,1,
77,ATO Pictures,0.0%,$179k,1,1,
78,JS Media & Entertainment,0.0%,$177k,1,1,
79,Balcony Releasing,0.0%,$171k,3,3,
80,"Monterey Media, Inc.",0.0%,$168k,4,2,
81,New Yorker,0.0%,$148k,1,1,
82,The Film Desk,0.0%,$146k,8,3,
83,New Films Cinema,0.0%,$139k,1,1,
84,eOne Entertainment,0.0%,$138k,1,1,
85,CFI Releasing,0.0%,$116k,1,1,
86,Argot Pictures,0.0%,$109k,3,3,
87,Cinema Purgatorio,0.0%,$108k,7,7,
88,Worldplay,0.0%,$107k,1,1,
89,Four of a Kind,0.0%,$107k,1,1,
90,IndieVest Pictures,0.0%,$103k,1,1,
91,Red Flag Releasing,0.0%,$100k,1,1,
92,Regent Releasing,0.0%,$98.5k,15,9,
93,Elephant Eye Films,0.0%,$90.4k,1,0,
94,Moving Pictures Institute,0.0%,$87.8k,1,1,
95,Mangusta Productions,0.0%,$80.6k,2,2,
96,,0.0%,$79.2k,8,0,
97,Film Movement,0.0%,$73.8k,4,4,
98,Shadow Dist.,0.0%,$66.8k,5,2,
99,Sky Island Films,0.0%,$64.8k,1,0,
100,Truly Indie,0.0%,$62.1k,2,2,
101,The Film Collaborative,0.0%,$55.8k,1,1,
102,Wolfe Releasing,0.0%,$55.8k,1,1,
103,Walking Shadows,0.0%,$54.6k,1,1,
104,Eleven Arts,0.0%,$54.5k,1,1,
105,Nocturnal Features,0.0%,$53.3k,1,1,
106,Image Entertainment,0.0%,$52.8k,2,2,
107,Grassroots Films,0.0%,$52.3k,1,1,
108,Darius Films,0.0%,$44.5k,1,1,
109,Yash Raj,0.0%,$43.8k,1,1,
110,Milestone,0.0%,$41.8k,1,1,
111,Phase 4,0.0%,$33.4k,3,3,
112,International WOW,0.0%,$30.8k,1,1,
113,Morning Star,0.0%,$30.2k,1,1,
114,MAC Releasing,0.0%,$29.7k,1,1,
115,New American Vision,0.0%,$26.3k,1,1,
116,Ripple Effect Inc.,0.0%,$25.1k,1,1,
117,Flicker Alley,0.0%,$24.3k,1,1,
118,Olive Films,0.0%,$23.6k,4,4,
119,Cabin Films,0.0%,$22.5k,1,1,
120,Mountain Top Releasing,0.0%,$19.8k,1,1,
121,People Pictures,0.0%,$19.1k,1,1,
122,Artigo/Ajemian,0.0%,$15.6k,1,1,
123,Delaware Pictures,0.0%,$15.5k,1,1,
124,The World According to Shorts,0.0%,$15.2k,1,1,
125,All Rise Films,0.0%,$14.5k,1,1,
126,MPI Media Group,0.0%,$13.5k,1,1,
127,Area23a,0.0%,$13.0k,1,1,
128,Dada Films,0.0%,$11.7k,1,1,
129,Embrem Entertainment,0.0%,$11.6k,1,1,
130,Peaches Christ,0.0%,$8.0k,1,1,
131,Real Bean,0.0%,$7.1k,1,1,
132,TLA Releasing,0.0%,$6.0k,1,1,
133,Winter Star,0.0%,$5.7k,1,1,
134,Rockstone Releasing,0.0%,$5.2k,1,1,
135,Saint Juste,0.0%,$4.6k,1,1,
136,North Poplar Pictures,0.0%,$3.8k,1,1,
137,Wind Pixie,0.0%,$2.5k,1,1,
138,Reel Diva Consultants,0.0%,$2.0k,1,1,
139,Clay Way Media,0.0%,$1.6k,1,1,
140,Driving With Our Eyes Shut,0.0%,$1.5k,1,1,
141,Seven Arts Distribution,0.0%,$0.9k,1,1,
142,Trillian,0.0%,$0.1k,1,1,
1,Warner Bros.,19.7%,"$2,105.7",37,28,
2,Paramount,13.8%,"$1,476.1",16,13,
3,Sony / Columbia,13.6%,"$1,456.2",24,21,
4,20th Century Fox,13.1%,"$1,394.5",21,16,
5,Buena Vista,11.5%,"$1,228.8",24,18,
6,Universal,8.3%,$890.3,21,17,
7,Summit Entertainment,4.5%,$482.5,11,9,
8,Lionsgate,3.8%,$406.0,14,12,
9,Fox Searchlight,2.4%,$257.1,12,9,
10,Weinstein Company,1.9%,$205.3,10,8,
11,Focus Features,1.5%,$161.5,10,9,
12,Overture Films,1.5%,$157.8,8,6,
13,Paramount Vantage,0.6%,$66.4,5,3,
14,MGM/UA,0.6%,$65.2,5,1,
15,Miramax,0.6%,$61.9,8,5,
16,New Line,0.5%,$49.2,1,1,
17,Sony Classics,0.5%,$48.7,27,20,
18,Rogue Pictures,0.2%,$23.1,1,1,
19,Apparition,0.2%,$16.5,4,4,
20,Freestyle Releasing,0.1%,$12.7,7,6,
21,Magnolia,0.1%,$12.6,28,25,
22,Roadside Attractions,0.1%,$11.3,13,11,
23,IFC,0.1%,$10.5,30,25,
24,IMAX,0.1%,$8.0,5,0,
25,Eros,0.1%,$6.2,6,6,
26,UTV Communications,0.0%,$4.1,8,8,
27,Samuel Goldwyn,0.0%,$3.8,9,8,
28,National Geographic Entertainment,0.0%,$3.6,3,1,
29,Reliance Big Pictures,0.0%,$3.3,1,1,
30,Regent Releasing,0.0%,$2.6,18,11,
31,3D Entertainment,0.0%,$2.0,1,0,
32,Story Island Entertainment,0.0%,$2.0,1,1,
33,Oscilloscope Pictures,0.0%,$2.0,7,6,
34,Yash Raj,0.0%,$1.9,4,3,
35,Truly Indie,0.0%,$1.8,5,5,
36,Music Box Films,0.0%,$1.8,5,4,
37,Vivendi Entertainment,0.0%,$1.6,3,3,
38,First Look,0.0%,$1.4,1,1,
39,AdLabs,0.0%,$1.4,8,7,
40,International Film Circuit,0.0%,$1.3,4,4,
41,Five & Two Pictures,0.0%,$1.2,1,1,
42,Indican,0.0%,$1.1,6,5,
43,Slowhand Cinema,0.0%,$872k,4,4,
44,Zeitgeist,0.0%,$810k,12,9,
45,Screen Media,0.0%,$801k,7,7,
46,8X Entertainment,0.0%,$742k,1,1,
47,Strand,0.0%,$740k,15,12,
48,Abramorama,0.0%,$727k,4,4,
49,After Dark Films,0.0%,$666k,1,1,
50,Studio 18,0.0%,$660k,4,4,
51,Shorts International,0.0%,$645k,1,1,
52,Vitagraph,0.0%,$523k,2,2,
53,Cinema Guild,0.0%,$523k,8,5,
54,American Zoetrope,0.0%,$519k,1,1,
55,First Run,0.0%,$488k,16,13,
56,Elephant Eye Films,0.0%,$486k,1,1,
57,Shadow Dist.,0.0%,$479k,4,4,
58,Anchor Bay Films,0.0%,$473k,8,8,
59,,0.0%,$404k,8,8,
60,Full Circle Releasing,0.0%,$398k,1,1,
61,Zipporah Films,0.0%,$395k,1,1,
62,Liberation Entertainment,0.0%,$352k,2,1,
63,Variance Films,0.0%,$338k,6,6,
64,First Independent Pictures,0.0%,$336k,3,2,
65,Janus Films,0.0%,$318k,2,1,
66,Cinedigm Entertainment,0.0%,$315k,3,3,
67,Kino,0.0%,$307k,7,3,
68,Senator Distribution,0.0%,$300k,1,1,
69,Arthouse Films,0.0%,$293k,3,3,
70,Rialto,0.0%,$287k,5,4,
71,Balcony Releasing,0.0%,$269k,3,1,
72,Argot Pictures,0.0%,$228k,4,4,
73,Big Pictures,0.0%,$199k,1,1,
74,Unknown,0.0%,$176k,6,5,
75,Third Rail Releasing,0.0%,$175k,2,2,
76,Image Entertainment,0.0%,$168k,2,2,
77,Variance / Everest,0.0%,$164k,1,1,
78,Koch Lorber Films,0.0%,$164k,2,2,
79,"Monterey Media, Inc.",0.0%,$164k,10,9,
80,Maya Entertainment,0.0%,$162k,5,4,
81,Peace Arch Entertainment,0.0%,$142k,3,2,
82,The Film Desk,0.0%,$136k,7,4,
83,Hannover House,0.0%,$124k,1,1,
84,Empire Film Group,0.0%,$124k,1,1,
85,Eleven Arts,0.0%,$113k,2,2,
86,Paladin,0.0%,$86.1k,2,2,
87,Lorber Films,0.0%,$82.1k,4,4,
88,Palisades Tartan,0.0%,$81.6k,2,2,
89,Cinema Libre,0.0%,$65.0k,4,3,
90,Cinema Libre Studio,0.0%,$65.0k,4,3,
91,Mitropoulos Films,0.0%,$63.4k,2,2,
92,Emerging Pictures,0.0%,$54.5k,1,1,
93,Audience Alliance,0.0%,$54.1k,1,1,
94,21st Century Film Production,0.0%,$50.1k,1,1,
95,Sky Island Films,0.0%,$47.6k,1,1,
96,Wave Releasing,0.0%,$47.1k,1,1,
97,Bev Pictures,0.0%,$44.8k,1,1,
98,Speak Productions,0.0%,$37.1k,1,0,
99,Corinth Films,0.0%,$36.8k,1,1,
100,Mypheduh Films,0.0%,$30.1k,1,1,
101,MSK Productions,0.0%,$28.6k,1,1,
102,Trela Media,0.0%,$27.1k,1,1,
103,ThinkFilm,0.0%,$25.3k,1,0,
104,Roebuck Media,0.0%,$24.4k,1,1,
105,New American Vision,0.0%,$22.8k,1,1,
106,Embrem Entertainment,0.0%,$18.5k,1,1,
107,Film Movement,0.0%,$16.0k,1,1,
108,Aliquot Films,0.0%,$11.8k,1,1,
109,Nocturnal Features,0.0%,$11.4k,3,3,
110,Wildcat Releasing,0.0%,$11.0k,1,1,
111,Mangusta Productions,0.0%,$9.9k,1,1,
112,Inspired Life,0.0%,$9.8k,1,1,
113,River Rain,0.0%,$8.5k,1,0,
114,Fair Trade Pictures,0.0%,$7.6k,1,0,
115,Tentmakers Entertainment,0.0%,$6.8k,1,0,
116,Osiris Entertainment,0.0%,$6.5k,1,1,
117,Sumbadhat Productions,0.0%,$6.0k,1,1,
118,28 Entertainment,0.0%,$4.3k,1,1,
119,Cavalier Films,0.0%,$3.0k,1,0,
120,New Love Films,0.0%,$2.6k,1,0,
121,Yeah,0.0%,$1.0k,1,1,
1,Warner Bros.,18.4%,"$1,767.3",30,20,
2,Paramount,16.4%,"$1,577.0",17,14,
3,Sony / Columbia,13.2%,"$1,267.2",23,20,
4,Universal,11.0%,"$1,054.6",20,18,
5,20th Century Fox,10.5%,"$1,014.3",24,20,
6,Buena Vista,10.5%,"$1,011.7",18,13,
7,Lionsgate,4.5%,$436.8,19,19,
8,Summit Entertainment,2.4%,$226.5,5,5,
9,Fox Searchlight,2.2%,$214.8,9,6,
10,MGM/UA,1.7%,$160.8,18,12,
11,Focus Features,1.4%,$138.9,7,5,
12,Overture Films,1.1%,$103.1,8,8,
13,Miramax,0.8%,$81.7,11,8,
14,Paramount Vantage,0.8%,$81.1,12,8,
15,Picturehouse,0.7%,$64.0,7,5,
16,Rogue Pictures,0.7%,$63.6,2,2,
17,New Line,0.6%,$62.5,4,3,
18,Weinstein Company,0.5%,$48.8,10,7,
19,Samuel Goldwyn,0.4%,$41.5,7,7,
20,Sony Classics,0.4%,$41.1,24,19,
21,National Geographic Entertainment,0.3%,$24.2,2,1,
22,Freestyle Releasing,0.2%,$23.7,7,7,
23,IMAX,0.1%,$10.3,6,1,
24,Magnolia,0.1%,$9.9,23,23,
25,Roadside Attractions,0.1%,$8.3,14,11,
26,Rocky Mountain Pictures,0.1%,$8.1,2,2,
27,Vivendi Entertainment,0.1%,$7.5,2,2,
28,Paramount Classics,0.1%,$6.6,1,1,
29,Music Box Films,0.1%,$6.5,4,4,
30,UTV Communications,0.1%,$6.5,8,7,
31,ThinkFilm,0.1%,$6.2,14,10,
32,IFC,0.1%,$6.1,31,29,
33,3D Entertainment,0.1%,$5.2,1,1,
34,Eros,0.1%,$5.1,10,10,
35,Yash Raj,0.0%,$4.8,6,6,
36,First Look,0.0%,$2.9,8,7,
37,Warner Independent,0.0%,$2.3,5,4,
38,Studio 18,0.0%,$2.2,1,1,
39,Zeitgeist,0.0%,$2.0,6,6,
40,AdLabs,0.0%,$1.9,2,2,
41,Alliance,0.0%,$1.7,6,5,
42,Third Rail Releasing,0.0%,$1.6,8,8,
43,Strand,0.0%,$1.5,12,8,
44,Emerging Pictures,0.0%,$999k,14,12,
45,Candlelight Media Group,0.0%,$882k,1,1,
46,City Lights Pictures Releasing,0.0%,$854k,4,4,
47,Crane Movie Company,0.0%,$720k,1,1,
48,Kino,0.0%,$663k,12,12,
49,Peace Arch Entertainment,0.0%,$610k,5,5,
50,Abramorama,0.0%,$597k,5,4,
51,First Run,0.0%,$569k,11,10,
52,International Film Circuit,0.0%,$551k,3,2,
53,Logo Features,0.0%,$533k,1,1,
54,Regent Releasing,0.0%,$521k,30,25,
55,Film Movement,0.0%,$493k,7,5,
56,SenArt/Scranton-Lacy Films,0.0%,$488k,1,1,
57,Rialto,0.0%,$460k,6,4,
58,Maya Entertainment,0.0%,$392k,6,6,
59,Slowhand Cinema,0.0%,$374k,3,3,
60,Yari Film Group,0.0%,$360k,2,1,
61,First Independent Pictures,0.0%,$328k,3,3,
62,Oscilloscope Pictures,0.0%,$321k,5,5,
63,Indican,0.0%,$319k,7,5,
64,Cinema Guild,0.0%,$318k,5,5,
65,Elephant Eye Films,0.0%,$299k,2,1,
66,N Wave,0.0%,$287k,2,0,
67,Super Chief Films,0.0%,$251k,1,1,
68,Koch Lorber Films,0.0%,$237k,4,3,
69,Anchor Bay Films,0.0%,$229k,7,7,
70,Arenas Entertainment,0.0%,$225k,1,1,
71,Redwood Palms Pictures,0.0%,$224k,1,1,
72,Fair Trade Pictures,0.0%,$208k,1,1,
73,Mitropoulos Films,0.0%,$189k,1,1,
74,Shadow Dist.,0.0%,$176k,2,1,
75,Truly Indie,0.0%,$174k,4,3,
76,Image Entertainment,0.0%,$173k,1,1,
77,Vitagraph,0.0%,$167k,3,3,
78,Balcony Releasing,0.0%,$160k,6,4,
79,Unknown,0.0%,$159k,6,6,
80,Tentmakers Entertainment,0.0%,$156k,1,0,
81,Outsider Pictures,0.0%,$152k,1,1,
82,Dark Coast Pictures,0.0%,$145k,1,1,
83,New Yorker,0.0%,$137k,6,5,
84,Empire,0.0%,$132k,1,1,
85,Screen Media,0.0%,$130k,4,4,
86,Shemaroo,0.0%,$114k,1,1,
87,"Monterey Media, Inc.",0.0%,$109k,5,4,
88,TLA Releasing,0.0%,$105k,1,1,
89,CAVU,0.0%,$96.7k,2,2,
90,Palm,0.0%,$94.0k,2,2,
91,Typecast Releasing,0.0%,$89.7k,1,1,
92,Speak Productions,0.0%,$86.7k,1,1,
93,Cinema Libre Studio,0.0%,$84.6k,5,5,
94,Cinema Libre,0.0%,$84.6k,5,5,
95,Five & Two Pictures,0.0%,$84.1k,1,1,
96,Reel Diva Consultants,0.0%,$79.9k,2,1,
97,The Film Desk,0.0%,$78.6k,3,3,
98,Alluvial Film Company,0.0%,$77.6k,1,1,
99,Magic Lamp,0.0%,$74.4k,1,1,
100,Embrem Entertainment,0.0%,$72.6k,1,1,
101,Film Sales Company,0.0%,$71.7k,1,1,
102,Borotoro,0.0%,$69.6k,1,0,
103,Xenon Pictures,0.0%,$69.2k,1,1,
104,Stone Five Studios,0.0%,$67.7k,1,1,
105,Eleven Arts,0.0%,$60.9k,1,1,
106,InterPositive Media,0.0%,$60.3k,1,1,
107,Myriad Pictures,0.0%,$58.7k,1,1,
108,Priority Films,0.0%,$58.4k,1,0,
109,Sidetrack Films,0.0%,$56.4k,1,1,
110,Somerset Films,0.0%,$51.1k,1,0,
111,Janus Films,0.0%,$45.1k,2,2,
112,Waldo West Productions,0.0%,$43.9k,1,1,
113,Hannover House,0.0%,$42.2k,1,1,
114,Liberation Entertainment,0.0%,$34.2k,3,3,
115,Cavalier Films,0.0%,$31.1k,1,1,
116,Milestone,0.0%,$30.9k,1,1,
117,Icarus Films,0.0%,$30.3k,4,1,
118,Variance Films,0.0%,$30.3k,1,1,
119,MCR Releasing,0.0%,$29.8k,1,1,
120,Unison Films,0.0%,$22.3k,1,1,
121,New Love Films,0.0%,$20.8k,1,0,
122,Laemmle / Zeller Films,0.0%,$20.4k,1,1,
123,Reel Source,0.0%,$19.7k,1,1,
124,Menemsha,0.0%,$19.3k,1,1,
125,Arts Alliance America,0.0%,$18.6k,2,2,
126,North American Film Theatrical Corp,0.0%,$17.2k,1,1,
127,"David & Layla, LLC",0.0%,$15.2k,1,0,
128,Anywhere Road,0.0%,$14.3k,1,1,
129,Troma,0.0%,$13.8k,1,1,
130,The Bigger Picture,0.0%,$13.7k,3,3,
131,Mile End Films,0.0%,$12.3k,1,1,
132,Mandt Bros. Productions,0.0%,$12.0k,1,1,
133,Sky Island Films,0.0%,$11.6k,1,1,
134,Lafayette Films,0.0%,$10.3k,1,1,
135,River Rain,0.0%,$9.8k,1,1,
136,Blowtorch Entertainment,0.0%,$9.4k,1,1,
137,Diversa Films,0.0%,$9.3k,1,0,
138,Direct Cinema Limited,0.0%,$8.4k,1,1,
139,Engel Entertainment,0.0%,$7.7k,1,1,
140,Warrior Poets Releasing,0.0%,$6.8k,1,0,
141,Outsider Films,0.0%,$6.7k,1,1,
142,Abkco Films,0.0%,$6.2k,2,0,
143,Mountain Top Releasing,0.0%,$5.4k,1,1,
144,Artistic License,0.0%,$3.1k,1,1,
145,MPI Media Group,0.0%,$2.6k,1,1,
146,Lantern Lane,0.0%,$2.1k,1,1,
147,ImaginAsian Pictures,0.0%,$1.0k,2,2,
148,Lavendar House Films,0.0%,$0.6k,1,1,
1,Paramount,15.5%,"$1,499.3",20,16,
2,Warner Bros.,14.7%,"$1,417.4",34,24,
3,Buena Vista,14.0%,"$1,350.2",21,13,
4,Sony / Columbia,12.9%,"$1,245.6",31,25,
5,Universal,11.4%,"$1,101.9",20,18,
6,20th Century Fox,10.5%,"$1,017.7",24,16,
7,New Line,5.0%,$487.5,17,13,
8,Lionsgate,3.8%,$368.1,17,17,
9,MGM/UA,3.8%,$366.2,29,19,
10,Fox Searchlight,1.4%,$132.8,15,10,
11,Miramax,1.3%,$126.1,10,8,
12,Rogue Pictures,0.8%,$73.0,3,3,
13,Picturehouse,0.6%,$60.6,9,8,
14,Paramount Vantage,0.6%,$60.4,9,8,
15,Focus Features,0.5%,$51.0,6,6,
16,Sony Classics,0.4%,$38.9,23,18,
17,Weinstein Company,0.4%,$37.0,12,9,
18,IDP,0.2%,$22.5,8,7,
19,Warner Independent,0.2%,$15.7,7,5,
20,Yari Film Group,0.2%,$14.8,9,8,
21,IMAX,0.2%,$14.7,6,1,
22,Eros,0.1%,$13.6,13,13,
23,Freestyle Releasing,0.1%,$12.8,4,4,
24,Alliance,0.1%,$12.0,17,13,
25,ThinkFilm,0.1%,$11.4,26,21,
26,First Look,0.1%,$10.7,8,6,
27,IFC,0.1%,$9.3,33,30,
28,Roadside Attractions,0.1%,$8.8,7,7,
29,N Wave,0.1%,$8.6,3,0,
30,Chicago Pictures,0.1%,$6.9,1,1,
31,Magnolia,0.1%,$6.4,23,21,
32,After Dark Films,0.1%,$6.4,6,6,
33,Sony BMG,0.1%,$5.9,2,2,
34,National Geographic Entertainment,0.1%,$5.8,1,1,
35,Samuel Goldwyn,0.1%,$5.7,3,3,
36,The Bigger Picture,0.1%,$5.3,6,6,
37,Summit Entertainment,0.0%,$4.0,1,1,
38,Yash Raj,0.0%,$3.9,7,5,
39,AdLabs,0.0%,$2.1,2,2,
40,Slowhand Cinema,0.0%,$1.5,7,6,
41,UTV Communications,0.0%,$1.2,4,4,
42,Rocky Mountain Pictures,0.0%,$1.1,4,4,
43,Zeitgeist,0.0%,$1.1,5,2,
44,Kino,0.0%,$892k,10,8,
45,"Libero, LLC",0.0%,$816k,1,0,
46,518 Media,0.0%,$774k,2,1,
47,SK Films,0.0%,$745k,1,0,
48,Excel,0.0%,$717k,2,1,
49,Rialto,0.0%,$652k,5,3,
50,ImaginAsian Pictures,0.0%,$641k,1,1,
51,City Lights Pictures Releasing,0.0%,$601k,4,4,
52,Tartan,0.0%,$575k,5,4,
53,Shadow Dist.,0.0%,$568k,4,4,
54,Borotoro,0.0%,$488k,1,1,
55,Strand,0.0%,$471k,22,16,
56,Janus Films,0.0%,$456k,6,5,
57,Rainbow Films,0.0%,$433k,2,1,
58,Milestone,0.0%,$413k,2,2,
59,Indican,0.0%,$406k,7,3,
60,First Run,0.0%,$379k,12,9,
61,Newmarket,0.0%,$365k,2,2,
62,"Monterey Media, Inc.",0.0%,$346k,4,4,
63,Koch Lorber Films,0.0%,$346k,5,5,
64,New Yorker,0.0%,$335k,9,7,
65,Emerging Pictures,0.0%,$332k,6,6,
66,Arts Alliance America,0.0%,$303k,1,1,
67,Palm,0.0%,$298k,4,4,
68,Regent Releasing,0.0%,$293k,11,9,
69,Vitagraph,0.0%,$279k,2,2,
70,Vineyard Distribution,0.0%,$278k,1,0,
71,8X Entertainment,0.0%,$258k,1,1,
72,TLA Releasing,0.0%,$246k,2,2,
73,TVA,0.0%,$245k,1,1,
74,Anchor Bay Films,0.0%,$244k,2,2,
75,Somerset Films,0.0%,$241k,1,1,
76,International Film Circuit,0.0%,$211k,8,7,
77,Film Sales Company,0.0%,$200k,1,1,
78,Truly Indie,0.0%,$194k,5,5,
79,Warrior Poets Releasing,0.0%,$193k,1,1,
80,Balcony Releasing,0.0%,$193k,3,3,
81,Luminous Velocity Releasing,0.0%,$181k,2,2,
82,Rainbow Releasing,0.0%,$171k,1,1,
83,Shemaroo,0.0%,$166k,1,1,
84,Eleven Arts,0.0%,$145k,2,2,
85,Arab Film Dist.,0.0%,$140k,1,0,
86,Mountain Top Releasing,0.0%,$139k,1,1,
87,Cinema Guild,0.0%,$127k,3,2,
88,Abkco Films,0.0%,$118k,2,1,
89,Priority Films,0.0%,$108k,1,1,
90,"David & Layla, LLC",0.0%,$106k,1,1,
91,Wildcat Releasing,0.0%,$105k,1,1,
92,Outsider Pictures,0.0%,$99.0k,2,2,
93,Reel Diva Consultants,0.0%,$98.9k,4,4,
94,Peace Arch Entertainment,0.0%,$86.5k,1,1,
95,Codeblack Entertainment,0.0%,$85.9k,2,2,
96,Gigantic Releasing,0.0%,$63.3k,1,0,
97,First Independent Pictures,0.0%,$61.9k,2,2,
98,7th Art,0.0%,$60.2k,4,3,
99,Screen Media,0.0%,$53.8k,4,4,
100,SeeThink Productions,0.0%,$49.0k,1,1,
101,Tentmakers Entertainment,0.0%,$45.5k,1,1,
102,Capricorn Distribution,0.0%,$45.4k,1,1,
103,Xenon Pictures,0.0%,$42.7k,2,2,
104,Tilapia Film,0.0%,$41.6k,1,0,
105,Success Films,0.0%,$39.2k,1,1,
106,Lucid Dreaming Inc.,0.0%,$38.9k,1,1,
107,Elephant Eye Films,0.0%,$37.1k,2,2,
108,Lifesize,0.0%,$35.8k,3,3,
109,Halo8 Releasing,0.0%,$34.0k,1,1,
110,Empire Film Group,0.0%,$32.8k,1,1,
111,Reliance Films,0.0%,$32.7k,1,1,
112,Icarus Films,0.0%,$31.4k,7,6,
113,Cinema Libre,0.0%,$30.1k,3,3,
114,Cinema Libre Studio,0.0%,$30.1k,3,3,
115,First Stripe Productions,0.0%,$29.7k,1,0,
116,Film Movement,0.0%,$28.6k,2,2,
117,Gringo Wedding LLC,0.0%,$26.9k,1,1,
118,Stand Up Films,0.0%,$24.1k,1,1,
119,Movie Partners,0.0%,$23.6k,1,1,
120,SchwarzSmith & Taskovski Films,0.0%,$21.6k,1,1,
121,Reel Source,0.0%,$20.8k,1,1,
122,Artistic License,0.0%,$20.2k,1,1,
123,Big Sky Productions,0.0%,$18.9k,1,1,
124,California Newsreel,0.0%,$18.4k,1,0,
125,Pocket Releasing,0.0%,$18.4k,1,1,
126,Artmattan Prods.,0.0%,$17.5k,3,2,
127,Abramorama,0.0%,$17.5k,1,1,
128,Either/Or Films,0.0%,$16.9k,1,1,
129,New Love Films,0.0%,$16.8k,1,1,
130,Lantern Lane,0.0%,$15.8k,1,1,
131,600 West,0.0%,$15.6k,1,1,
132,Sagewood Cinema Ventures,0.0%,$15.0k,1,0,
133,Fox Meadows Films,0.0%,$13.9k,1,1,
134,Wringing Hands Prods.,0.0%,$12.9k,1,1,
135,Goodbye Cruel Releasing,0.0%,$12.3k,1,0,
136,Argot Pictures,0.0%,$12.2k,1,1,
137,Ariztical Entertainment,0.0%,$11.7k,1,0,
138,Picture This!,0.0%,$11.4k,1,1,
139,Cineville,0.0%,$11.2k,2,1,
140,Magic Lamp,0.0%,$10.5k,1,1,
141,Arthouse Films,0.0%,$8.9k,1,1,
142,Laemmle / Zeller Films,0.0%,$8.9k,1,1,
143,D Street Releasing,0.0%,$8.3k,1,1,
144,Unknown,0.0%,$8.0k,1,1,
145,Union Station,0.0%,$8.0k,1,1,
146,Green Forest Films,0.0%,$7.1k,1,1,
147,The Documentary Group,0.0%,$6.8k,1,1,
